Date,CL,RB,HO,crack_321_total,crack_321_per_bbl,skew,kurtosis,ewma_mean,ewma_std,z_left_cf,z_right_cf,ewma_z,signal_cf,position,crack_ret,pnl,cum_pnl
2015-03-30,48.68000030517578,72.71039915084839,75.62520217895508,75.00599956512451,25.001999855041504,0.4807363300518275,-0.34757827375664846,26.15090649508846,4.671442198725267,-1.4209540673847059,2.172885405707577,-0.2459425999877441,0,0.0,0.3300001621246338,0.0,0.0
2015-03-31,47.599998474121094,72.15180158615112,74.75999879837036,76.26360654830933,25.421202182769775,0.4556845701786973,-0.29840637138505127,26.12263673940893,4.581823485728874,-1.423379522111007,2.1683670162241033,-0.1530906982392338,0,0.0,0.4192023277282715,0.0,0.0
2015-04-01,50.09000015258789,73.36979842185974,76.91040015220642,73.37999653816223,24.459998846054077,0.436602512003373,-0.23970207345569886,26.05852374694865,4.503841203781223,-1.4242484645568594,2.1665557909657687,-0.35492479165396074,0,0.0,-0.9612033367156982,-0.0,0.0
2015-04-02,49.13999938964844,70.6650002002716,73.97459864616394,67.88460087776184,22.62820029258728,0.4283765987617907,-0.1944012300829185,25.926839247626276,4.466141324250936,-1.4236904852174035,2.1674037784795317,-0.738588126875328,0,0.0,-1.8317985534667969,-0.0,0.0
2015-04-06,52.13999938964844,74.10059952735901,77.38499879837036,69.16619968414307,23.055399894714355,0.4316555687804761,-0.11479778150160656,25.817084050961252,4.414804153342381,-1.419334705221522,2.1752068809219045,-0.6255507742412691,0,0.0,0.4271996021270752,0.0,0.0
2015-04-07,53.97999954223633,74.91960024833679,78.15780186653137,66.05700373649597,22.019001245498657,0.4422065482619267,-0.04216988159160229,25.672511041930193,4.391498310755743,-1.413924237130991,2.1849980121107087,-0.8319506323122767,0,0.0,-1.0363986492156982,-0.0,0.0
2015-04-08,50.41999816894531,71.32019877433777,73.04639983177185,64.42680287361145,21.475600957870483,0.45850900172860376,0.02670712624965913,25.513393418419945,4.382647338319377,-1.407605196944133,2.1964416772740805,-0.9213135689119448,0,0.0,-0.5434002876281738,-0.0,0.0
2015-04-09,50.790000915527344,72.52559852600098,73.88639903068542,66.56759333610535,22.189197778701782,0.4714113283573062,0.10601790643887864,25.387846330465873,4.346218381482459,-1.4014494805717304,2.2075023829646265,-0.7359613049800452,0,0.0,0.7135968208312988,0.0,0.0
2015-04-10,51.63999938964844,74.17620205879211,75.90659880638123,69.33900475502014,23.113001585006714,0.4908078742611166,0.20828773526324673,25.302247825286447,4.285744336993627,-1.393003462968401,2.222612520163043,-0.510820540876092,0,0.0,0.9238038063049316,0.0,0.0
2015-04-13,51.90999984741211,74.898601770401,75.79320001602173,69.8604040145874,23.2868013381958,0.5366255116875518,0.32451413386889505,25.226679403767417,4.222105300137126,-1.3789907296190291,2.247361110367196,-0.4594575283351205,0,0.0,0.17379975318908691,0.0,0.0
2015-04-14,53.290000915527344,75.67139983177185,77.11199855804443,68.5847954750061,22.8615984916687,0.5795207232206312,0.4391100192536952,25.13830477840142,4.1669222034758295,-1.3656799894398965,2.2703788184410962,-0.546376000212725,0,0.0,-0.4252028465270996,-0.0,0.0
2015-04-15,56.38999938964844,79.32960104942322,81.31199955940247,70.80120348930359,23.600401163101196,0.6430364256527963,0.5685124484748906,25.08102798517142,4.098905254820185,-1.3479995537316636,2.2999782760799183,-0.361224944228475,0,0.0,0.7388026714324951,0.0,0.0
2015-04-16,56.709999084472656,80.13599967956543,81.28680038452148,71.42880249023438,23.809600830078125,0.7013264170530799,0.7043098440361034,25.033825778440054,4.029179651938212,-1.3311228629925933,2.3273792383201304,-0.30383975253449497,0,0.0,0.2091996669769287,0.0,0.0
2015-04-17,55.7400016784668,79.06080150604248,81.0558021068573,71.95740008354187,23.98580002784729,0.8052355062213248,0.8434697895501524,24.99503619419149,3.958730194188461,-1.306213377745384,2.364839532159923,-0.2549393661194159,0,0.0,0.17619919776916504,0.0,0.0
2015-04-20,56.380001068115234,78.83819961547852,81.12299823760986,69.65939426422119,23.21979808807373,0.8785802120894857,0.9779181383305092,24.929524142485583,3.8994650156061508,-1.2872038595195145,2.392132752726418,-0.4384514407923429,0,0.0,-0.7660019397735596,-0.0,0.0
2015-04-21,55.2599983215332,77.83439826965332,79.30020117759705,69.18900275230408,23.063000917434692,0.9220555736765026,1.0909034730587732,24.860838411817728,3.8432672248668784,-1.2744812068708467,2.410238662768498,-0.46778883413325706,0,0.0,-0.15679717063903809,-0.0,0.0
2015-04-22,56.15999984741211,78.57360076904297,80.82899951934814,69.49620151519775,23.165400505065918,0.9788697363667337,1.2180138990876708,24.798618584288064,3.7856112653166165,-1.2589366109200018,2.4312383663115593,-0.431427836816084,0,0.0,0.10239958763122559,0.0,0.0
2015-04-23,57.7400016784668,80.80380034446716,83.81519937515259,72.20279502868652,24.067598342895508,1.041526994310671,1.3669836127584531,24.771861820735403,3.718085548808656,-1.241537404334679,2.45388238490557,-0.18941561956947278,0,0.0,0.9021978378295898,0.0,0.0
2015-04-24,57.150001525878906,80.98860096931458,84.33179998397827,74.8589973449707,24.952999114990234,1.0782925803567553,1.50236699422198,24.778475012136756,3.649567984758422,-1.2291554864226129,2.470557724888138,0.047820482748187766,0,0.0,0.8854007720947266,0.0,0.0
2015-04-27,56.9900016784668,80.69879794120789,84.3780026435852,74.80559349060059,24.935197830200195,1.1369882413461883,1.6639362538237321,24.78418288948688,3.5824497348206936,-1.212062568258213,2.491698431665155,0.042154098980226304,0,0.0,-0.017801284790039062,-0.0,0.0
2015-04-28,57.060001373291016,80.49719953536987,84.0756025314331,73.8899974822998,24.6299991607666,1.2646413138562698,1.8660692331221993,24.77858068807859,3.5167286212964552,-1.1823801820755098,2.5212734842363,-0.04224992693840975,0,0.0,-0.30519866943359375,-0.0,0.0
2015-04-29,58.58000183105469,81.82019877433777,84.75179958343506,72.65219163894653,24.217397212982178,1.2987121399628934,1.978573671188981,24.75823652061811,3.453873037824231,-1.1718279388058928,2.5331283388326953,-0.15658922656191004,0,0.0,-0.41260194778442383,-0.0,0.0
2015-04-30,59.630001068115234,83.00460004806519,86.08740091323853,73.2065978050232,24.402199268341064,1.3433724896378474,2.1121232241113606,24.74535755343619,3.391354363878253,-1.158721822818474,2.5469215725089054,-0.10118620712425327,0,0.0,0.18480205535888672,0.0,0.0
2015-05-01,59.150001525878906,83.25240111351013,85.90260028839111,74.95739793777466,24.985799312591553,1.3690872977929969,2.2220757310508086,24.754036766481022,3.3297595618735256,-1.1496636803371636,2.5573166216543775,0.0696033878134213,0,0.0,0.5836000442504883,0.0,0.0
2015-05-04,58.93000030517578,83.10540175437927,85.42380094528198,74.84460353851318,24.948201179504395,1.4098513736972487,2.3601860655797724,24.76103128691208,3.2693143133104705,-1.1370572606539384,2.5703277096609356,0.05725050412873561,0,0.0,-0.0375981330871582,-0.0,0.0
2015-05-05,60.400001525878906,84.60899591445923,86.66280126571655,74.68078851699829,24.893596172332764,1.4500163155495236,2.4965959405643923,24.765797422722517,3.209984556575916,-1.1246884019498897,2.582633266928492,0.039812886123841304,0,0.0,-0.05460500717163086,-0.0,0.0
2015-05-06,60.93000030517578,84.67619705200195,85.53720474243164,72.0995979309082,24.033199310302734,1.494294212603361,2.6211275314332405,24.739507830050318,3.1547536225614756,-1.1123424192096145,2.593421868284467,-0.22388706195512736,0,0.0,-0.8603968620300293,-0.0,0.0
2015-05-07,58.939998626708984,82.3913984298706,83.59260249137878,71.55540347099304,23.85180115699768,1.504001981897264,2.659573391449427,24.70771002885538,3.1021070541414697,-1.1091242085795217,2.596628446644268,-0.27591210004020283,0,0.0,-0.1813981533050537,-0.0,0.0
