Date,CL,RB,HO,crack_321_total,crack_321_per_bbl,roll_mean,roll_std,z,signal,position,crack_ret,pnl,cum_pnl
2015-04-20,56.380001068115234,78.83819961547852,81.12299823760986,69.65939426422119,23.21979808807373,25.483000286420186,4.301524019842633,-0.5261396165420581,0,0.0,-0.7660019397735596,-0.0,0.0
2015-04-21,55.2599983215332,77.83439826965332,79.30020117759705,69.18900275230408,23.063000917434692,25.544246951738995,4.238980078094499,-0.5853403386174131,0,0.0,-0.15679717063903809,-0.0,0.0
2015-04-22,56.15999984741211,78.57360076904297,80.82899951934814,69.49620151519775,23.165400505065918,25.610367012023925,4.168673368028108,-0.5865094938139854,0,0.0,0.10239958763122559,0.0,0.0
2015-04-23,57.7400016784668,80.80380034446716,83.81519937515259,72.20279502868652,24.067598342895508,25.6909969886144,4.089197936918293,-0.39699683672987507,0,0.0,0.9021978378295898,0.0,0.0
2015-04-24,57.150001525878906,80.98860096931458,84.33179998397827,74.8589973449707,24.952999114990234,25.772373620669047,4.023505219112169,-0.20364693496274783,0,0.0,0.8854007720947266,0.0,0.0
2015-04-27,56.9900016784668,80.69879794120789,84.3780026435852,74.80559349060059,24.935197830200195,25.859010231494903,3.946575106748946,-0.23407951864767948,0,0.0,-0.017801284790039062,-0.0,0.0
2015-04-28,57.060001373291016,80.49719953536987,84.0756025314331,73.8899974822998,24.6299991607666,25.95635689496994,3.8398258904956464,-0.34542132170272205,0,0.0,-0.30519866943359375,-0.0,0.0
2015-04-29,58.58000183105469,81.82019877433777,84.75179958343506,72.65219163894653,24.217397212982178,26.005573483308158,3.7973579400252393,-0.4709001096467864,0,0.0,-0.41260194778442383,-0.0,0.0
2015-04-30,59.630001068115234,83.00460004806519,86.08740091323853,73.2065978050232,24.402199268341064,26.06110677321752,3.7480019339744106,-0.4426111656557599,0,0.0,0.18480205535888672,0.0,0.0
2015-05-01,59.150001525878906,83.25240111351013,85.90260028839111,74.95739793777466,24.985799312591553,26.114893448352813,3.7081557439361843,-0.30448940490367155,0,0.0,0.5836000442504883,0.0,0.0
2015-05-04,58.93000030517578,83.10540175437927,85.42380094528198,74.84460353851318,24.948201179504395,26.173490150769553,3.6603790781698504,-0.33474373694589826,0,0.0,-0.0375981330871582,-0.0,0.0
2015-05-05,60.400001525878906,84.60899591445923,86.66280126571655,74.68078851699829,24.893596172332764,26.227846721808117,3.615741657422174,-0.36901158210141616,0,0.0,-0.05460500717163086,-0.0,0.0
2015-05-06,60.93000030517578,84.67619705200195,85.53720474243164,72.0995979309082,24.033199310302734,26.26713338692983,3.5780551316525586,-0.6243431122301722,0,0.0,-0.8603968620300293,-0.0,0.0
2015-05-07,58.939998626708984,82.3913984298706,83.59260249137878,71.55540347099304,23.85180115699768,26.280866746107737,3.566975320088433,-0.6809874953241434,0,0.0,-0.1813981533050537,-0.0,0.0
2015-05-08,59.38999938964844,82.05539774894714,83.65559792518616,69.59639525413513,23.198798418045044,26.27485337257385,3.5719413855974973,-0.8611717333693759,0,0.0,-0.6530027389526367,-0.0,0.0
2015-05-11,59.25,81.70679998397827,83.42880034446716,69.0924003124237,23.030800104141235,26.246856701374053,3.5909422676878253,-0.8956024234005876,0,0.0,-0.1679983139038086,-0.0,0.0
2015-05-12,60.75,83.95380234718323,85.65059852600098,71.30820322036743,23.76940107345581,26.223246697584788,3.6026733061333394,-0.6811179964476516,0,0.0,0.7386009693145752,0.0,0.0
2015-05-13,60.5,84.21420049667358,85.70099687576294,72.62939786911011,24.20979928970337,26.225100012620292,3.6015902432305578,-0.5595585801868556,0,0.0,0.4403982162475586,0.0,0.0
2015-05-14,59.880001068115234,84.23519897460938,86.41499519348145,75.24538993835449,25.081796646118164,26.23056990702947,3.5995661895370676,-0.3191421411420265,0,0.0,0.8719973564147949,0.0,0.0
2015-05-15,59.689998626708984,84.20160341262817,86.38559532165527,75.71880626678467,25.239602088928223,26.196343259016672,3.59905419085457,-0.2658312765947205,0,0.0,0.1578054428100586,0.0,0.0
2015-05-18,59.43000030517578,83.44559812545776,85.72620105743408,74.32739639282227,24.775798797607422,26.079936599731447,3.5283037300438775,-0.36962175082013327,0,0.0,-0.4638032913208008,-0.0,0.0
2015-05-19,57.2599983215332,81.02640223503113,83.7900002002716,74.06280970573425,24.68760323524475,25.89642999569575,3.298427164293754,-0.366485812855543,0,0.0,-0.0881955623626709,-0.0,0.0
2015-05-20,58.97999954223633,81.73199915885925,85.72620105743408,72.2502007484436,24.0834002494812,25.794286680221557,3.257155428947808,-0.525270122369641,0,0.0,-0.6042029857635498,-0.0,0.0
2015-05-21,60.720001220703125,83.40780186653137,87.46080350875854,72.11640357971191,24.038801193237305,25.662056704362232,3.161730160312876,-0.513407352563033,0,0.0,-0.044599056243896484,-0.0,0.0
2015-05-22,59.720001220703125,82.00499939918518,86.26380014419556,71.11379528045654,23.704598426818848,25.464820035298665,2.892840940131854,-0.6084750751624758,0,0.0,-0.33420276641845703,-0.0,0.0
2015-05-26,58.029998779296875,79.80840039253235,83.92859816551208,69.45540261268616,23.151800870895386,25.1947567264239,2.261555817945841,-0.9033408944927659,0,0.0,-0.5527975559234619,-0.0,0.0
2015-05-27,57.5099983215332,77.97720193862915,81.66899871826172,65.09340763092041,21.697802543640137,25.059443430105844,2.2228860358780755,-1.5122866544698075,0,0.0,-1.453998327255249,-0.0,0.0
2015-05-28,57.68000030517578,78.5567979812622,83.37420129776001,67.44779634475708,22.482598781585693,24.916076755523683,2.101801095222562,-1.1578060262073973,0,0.0,0.7847962379455566,0.0,0.0
2015-05-29,60.29999923706055,82.12259888648987,87.60359716415405,70.94879722595215,23.649599075317383,24.832466753323875,2.049214864746055,-0.5772296982400996,0,0.0,1.1670002937316895,0.0,0.0
2015-06-01,60.20000076293945,80.90879774093628,85.77240371704102,66.98999691009521,22.32999897003174,24.734190026919048,2.0249306346165525,-1.1872955131337501,0,0.0,-1.3196001052856445,-0.0,0.0
2015-06-02,61.2599983215332,81.71100068092346,86.7216010093689,66.36360740661621,22.12120246887207,24.61840010881424,1.9707886981606013,-1.2671057238520198,0,0.0,-0.20879650115966797,-0.0,0.0
2015-06-03,59.63999938964844,79.45560193061829,85.90260028839111,65.89380598068237,21.96460199356079,24.521806820233664,1.9561654114366298,-1.3072538813549683,0,0.0,-0.1566004753112793,-0.0,0.0
2015-06-04,58.0,77.4437985420227,83.18519997596741,64.07279706001282,21.357599020004272,24.412030128637948,1.9456373665814497,-1.5698871542544506,0,0.0,-0.6070029735565186,-0.0,0.0
2015-06-05,59.130001068115234,78.523202419281,85.25999879837036,64.91640043258667,21.638800144195557,24.299830090999603,1.9072047906517744,-1.3952512912337312,0,0.0,0.2812011241912842,0.0,0.0
2015-06-08,58.13999938964844,77.90159940719604,84.31499719619751,65.69819784164429,21.899399280548096,24.1965234319369,1.8654101304110815,-1.2314311549721162,0,0.0,0.26059913635253906,0.0,0.0
2015-06-09,60.13999938964844,80.55179858207703,87.23820161819458,67.92180061340332,22.640600204467773,24.110596740245818,1.814843467857045,-0.8099853027621199,0,0.0,0.7412009239196777,0.0,0.0
2015-06-10,61.43000030517578,81.72779846191406,90.14879894256592,69.3143949508667,23.104798316955566,24.03099003235499,1.7502527364486882,-0.5291759847658868,0,0.0,0.46419811248779297,0.0,0.0
2015-06-11,60.77000045776367,80.68200016021729,89.80019617080688,68.85419511795044,22.951398372650146,23.943669986724853,1.667970248555005,-0.5948976697482047,0,0.0,-0.15339994430541992,-0.0,0.0
2015-06-12,59.959999084472656,79.34639883041382,89.08619785308838,67.89899826049805,22.632999420166016,23.818263280391694,1.4631585524046424,-0.8100720583410079,0,0.0,-0.31839895248413086,-0.0,0.0
2015-06-15,59.52000045776367,78.55260229110718,88.16220474243164,66.70740795135498,22.23580265045166,23.70378328959147,1.3024202208381717,-1.1271175121921035,0,0.0,-0.39719676971435547,-0.0,0.0
2015-06-16,59.970001220703125,79.1657989025116,89.22900152206421,67.65059566497803,22.550198554992676,23.61279329061508,1.1816074216962524,-0.8992789958081004,0,0.0,0.3143959045410156,0.0,0.0
2015-06-17,59.91999816894531,80.21160221099854,88.22100448608398,68.88421440124512,22.96140480041504,23.557746708393097,1.1318809387224145,-0.5268592195316635,0,0.0,0.4112062454223633,0.0,0.0
2015-06-18,60.45000076293945,80.43839979171753,88.62420129776001,68.15099859237671,22.716999530792236,23.511899975935616,1.1086756237803905,-0.7169819811072495,0,0.0,-0.24440526962280273,-0.0,0.0
2015-06-19,59.61000061035156,78.40979862213135,86.46119785308838,64.45079326629639,21.48359775543213,23.455069923400877,1.123947511204315,-1.7540607086324762,0,0.0,-1.2334017753601074,-0.0,0.0
2015-06-22,59.68000030517578,78.51480102539062,85.24740171432495,63.23700284957886,21.07900094985962,23.39027658303579,1.1471505472026378,-2.014797132610264,1,0.0,-0.40459680557250977,-0.0,0.0
2015-06-23,61.0099983215332,80.27040195465088,87.21720314025879,64.72801208496094,21.576004028320312,23.33867665529251,1.1580984261813196,-1.5220404303495887,0,1.0,0.49700307846069336,0.49700307846069336,0.49700307846069336
2015-06-24,60.27000045776367,78.79619765281677,86.33100128173828,63.11339521408081,21.037798404693604,23.272606631120045,1.1745594752300033,-1.9026777898912435,0,0.0,-0.538205623626709,-0.0,0.49700307846069336
2015-06-25,59.70000076293945,78.21660161018372,85.5455961227417,62.87879705429077,20.959599018096924,23.1982465783755,1.17745476732716,-1.901259923012023,0,0.0,-0.07819938659667969,-0.0,0.49700307846069336
2015-06-26,59.630001068115234,78.2376000881195,86.03700256347656,63.62219953536987,21.20739984512329,23.144036595026652,1.1931493194349287,-1.623130247285851,0,0.0,0.2478008270263672,0.0,0.49700307846069336
2015-06-29,58.33000183105469,77.13719773292542,85.27259588241577,64.55698585510254,21.51899528503418,23.125549844900767,1.2097546969591497,-1.3280002664216455,0,0.0,0.31159543991088867,0.0,0.49700307846069336
2015-06-30,59.470001220703125,79.23720073699951,87.76320362091064,67.8276014328003,22.609200477600098,23.11811318794886,1.2115633310508311,-0.4200463131443287,0,0.0,1.090205192565918,0.0,0.49700307846069336
2015-07-01,56.959999084472656,77.25060153007507,84.28559732437134,67.90680313110352,22.635601043701172,23.128389851252237,1.204677964721615,-0.40906268893607767,0,0.0,0.02640056610107422,0.0,0.49700307846069336
2015-07-02,56.93000030517578,77.27580070495605,85.44060373306274,69.20220422744751,23.06740140914917,23.15491985877355,1.1850299925297045,-0.07385336251072644,0,0.0,0.43180036544799805,0.0,0.49700307846069336
2015-07-06,52.529998779296875,71.77379894256592,80.79539895057678,66.753000497818,22.25100016593933,23.15594989856084,1.1842029209753013,-0.7641846820274687,0,0.0,-0.8164012432098389,-0.0,0.49700307846069336
2015-07-07,52.33000183105469,71.87460064888,81.87479782104492,68.63399362564087,22.877997875213623,23.15203317006429,1.1847358945384285,-0.2313049651943144,0,0.0,0.626997709274292,0.0,0.49700307846069336
2015-07-08,51.650001525878906,72.03839778900146,83.95799803733826,73.08478903770447,24.36159634590149,23.16994642019272,1.1948900863858543,0.9972883190562869,0,0.0,1.4835984706878662,0.0,0.49700307846069336
2015-07-09,52.779998779296875,72.9119975566864,85.89419889450073,73.37819766998291,24.459399223327637,23.196576432387033,1.2056578303387242,1.0474139172519779,0,0.0,0.09780287742614746,0.0,0.49700307846069336
2015-07-10,52.7400016784668,73.07579970359802,84.69299983978271,72.62459421157837,24.208198070526123,23.206706380844118,1.211646760082159,0.8265541762469588,0,0.0,-0.25120115280151367,-0.0,0.49700307846069336
2015-07-13,52.20000076293945,72.18540215492249,81.46319961547852,69.23400163650513,23.07800054550171,23.19451304276784,1.2091553798694405,-0.09635858154037487,0,0.0,-1.130197525024414,-0.0,0.49700307846069336
2015-07-14,53.040000915527344,72.46259808540344,81.0893976688385,66.89459109306335,22.298197031021118,23.166386326154072,1.2100646277479103,-0.7174734929230749,0,0.0,-0.7798035144805908,-0.0,0.49700307846069336
2015-07-15,51.40999984741211,70.11059832572937,78.07379794120789,64.0649950504303,21.354998350143433,23.135306330521903,1.232411466974537,-1.444572716244658,0,0.0,-0.9431986808776855,-0.0,0.49700307846069336
2015-07-16,50.90999984741211,69.98040175437927,79.66140103340149,66.8922049999237,22.297401666641235,23.122546343008676,1.2371271431308888,-0.6669845382902082,0,0.0,0.9424033164978027,0.0,0.49700307846069336
2015-07-17,50.88999938964844,69.89220213890076,81.00119805335999,68.11560416221619,22.705201387405396,23.114876357714333,1.2382829907132649,-0.33084115132112135,0,0.0,0.40779972076416016,0.0,0.49700307846069336
2015-07-20,50.150001525878906,69.65280246734619,81.0725998878479,69.92820024490356,23.30940008163452,23.102239720026652,1.2322497020345824,0.1681155704609415,0,0.0,0.604198694229126,0.0,0.49700307846069336
2015-07-21,50.36000061035156,70.49280166625977,80.6777994632721,70.58340096473694,23.52780032157898,23.07848640680313,1.2094953328845197,0.3714887544909191,0,0.0,0.218400239944458,0.0,0.49700307846069336
2015-07-22,49.189998626708984,70.21140003204346,78.43919849395752,71.29200267791748,23.76400089263916,23.05896645784378,1.188287114708637,0.593319935955252,0,0.0,0.23620057106018066,0.0,0.49700307846069336
2015-07-23,48.45000076293945,69.49320101737976,77.78820061683655,71.42460036277771,23.808200120925903,23.045269807179768,1.1745284029139915,0.6495631028192372,0,0.0,0.044199228286743164,0.0,0.49700307846069336
2015-07-24,48.13999938964844,68.46840119361877,76.78439927101135,69.30120348930359,23.100401163101196,23.02665320634842,1.1644440248042116,0.0633331917909713,0,0.0,-0.707798957824707,-0.0,0.49700307846069336
2015-07-27,47.38999938964844,67.01520037651062,76.45679998397827,68.3172025680542,22.772400856018066,22.99948989947637,1.1507411753182972,-0.19734154676049528,0,0.0,-0.3280003070831299,-0.0,0.49700307846069336
2015-07-28,47.97999954223633,67.38480162620544,75.73440027236938,66.56400489807129,22.18800163269043,22.952859938144684,1.125292706378399,-0.6796972033310748,0,0.0,-0.5843992233276367,-0.0,0.49700307846069336
2015-07-29,48.790000915527344,67.12859916687012,76.5407989025116,64.4279944896698,21.475998163223267,22.894989887873333,1.110119357579767,-1.2782334754919409,0,0.0,-0.7120034694671631,-0.0,0.49700307846069336
2015-07-30,48.52000045776367,67.12439846992493,76.77180218696594,65.46059775352478,21.820199251174927,22.843766605854036,1.0870021958371294,-0.9416423983309735,0,0.0,0.34420108795166016,0.0,0.49700307846069336
2015-07-31,47.119998931884766,66.52799963951111,77.32199835777283,69.01800084114075,23.00600028038025,22.826646622021993,1.0759846623842544,0.1666879321131115,0,0.0,1.1858010292053223,0.0,0.49700307846069336
2015-08-03,45.16999816894531,64.28100228309631,70.32899951934814,63.381009578704834,21.12700319290161,22.78123332262039,1.089401488046376,-1.518476106256575,0,0.0,-1.8789970874786377,-0.0,0.49700307846069336
2015-08-04,45.7400016784668,64.99500060081482,70.7783989906311,63.54839515686035,21.182798385620117,22.747633322079977,1.1072475919589062,-1.413265603668106,0,0.0,0.05579519271850586,0.0,0.49700307846069336
2015-08-05,45.150001525878906,64.61699795722961,70.1610016822815,63.944993019104004,21.314997673034668,22.71903661489487,1.1218706513311436,-1.2515158857166404,0,0.0,0.13219928741455078,0.0,0.49700307846069336
2015-08-06,44.65999984741211,65.0958023071289,69.20759868621826,65.41920375823975,21.806401252746582,22.68631995121638,1.1193403531429145,-0.7861046874609119,0,0.0,0.49140357971191406,0.0,0.49700307846069336
2015-08-07,43.869998931884766,64.8311984539032,68.16600108146667,66.21840119361877,22.072800397872925,22.650703303019206,1.1039355710295968,-0.5234933272485226,0,0.0,0.2663991451263428,0.0,0.49700307846069336
2015-08-10,44.959999084472656,66.86820101737976,71.14800024032593,70.00440502166748,23.33480167388916,22.621586720148724,1.0609290793112576,0.672255071190477,0,0.0,1.2620012760162354,0.0,0.49700307846069336
2015-08-11,43.08000183105469,65.6417977809906,71.13539814949036,73.1789882183075,24.392996072769165,22.607476619879403,1.0307196851827847,1.732303630713256,0,0.0,1.0581943988800049,0.0,0.49700307846069336
2015-08-12,43.29999923706055,66.64979982376099,74.06699895858765,77.46660089492798,25.822200298309326,22.624916644891105,1.075892842388464,2.9717491626027606,-1,0.0,1.4292042255401611,0.0,0.49700307846069336
2015-08-13,42.22999954223633,65.88539814949036,71.99220013618469,77.07299780845642,25.690999269485474,22.641639912128447,1.115564656906911,2.733467162550563,-1,-1.0,-0.13120102882385254,0.13120102882385254,0.6282041072845459
2015-08-14,42.5,65.4317979812622,70.84980082511902,74.21339678764343,24.737798929214478,22.65254655679067,1.1329626542630404,1.8405305458017966,0,-1.0,-0.9532003402709961,0.9532003402709961,1.581404447555542
2015-08-17,41.869998931884766,65.30160140991211,69.476398229599,74.46960425376892,24.823201417922974,22.665619893868765,1.1535681128044686,1.8703546848298862,0,0.0,0.0854024887084961,0.0,1.581404447555542
2015-08-18,42.619998931884766,65.46119785308838,69.16560173034668,72.22800064086914,24.076000213623047,22.671809923648834,1.160215068667136,1.2102844790555582,0,0.0,-0.7472012042999268,-0.0,1.581404447555542
2015-08-19,40.79999923706055,63.75600028038025,65.48640203475952,70.59840488433838,23.532801628112793,22.678159936269125,1.1639233577065273,0.7342766052291544,0,0.0,-0.5431985855102539,-0.0,1.581404447555542
2015-08-20,41.13999938964844,62.81519937515259,64.45320081710815,66.66360139846802,22.221200466156006,22.68688323497772,1.1583995604536808,-0.40200530518099714,0,0.0,-1.311601161956787,-0.0,1.581404447555542
2015-08-21,40.45000076293945,61.42079830169678,64.88579750061035,66.37739181518555,22.125797271728516,22.680936543146768,1.1603801721377178,-0.4784115454123479,0,0.0,-0.09540319442749023,-0.0,1.581404447555542
2015-08-24,38.2400016784668,58.50179958343506,61.78199815750122,64.06559228897095,21.355197429656982,22.642696515719095,1.1657105609555625,-1.1044757842862098,0,0.0,-0.7705998420715332,-0.0,1.581404447555542
2015-08-25,39.310001373291016,58.598400592803955,60.42119765281677,59.687994718551636,19.895998239517212,22.602129836877186,1.2179575703204473,-2.221860320345958,1,0.0,-1.4591991901397705,-0.0,1.581404447555542
2015-08-26,38.599998474121094,57.997801065444946,56.905800104141235,57.10140681266785,19.033802270889282,22.55067316691081,1.301007569740504,-2.7031901872200432,1,1.0,-0.8621959686279297,-0.8621959686279297,0.7192084789276123
2015-08-27,42.560001373291016,62.83200216293335,61.1855993270874,59.169599533081055,19.72319984436035,22.513316464424133,1.3494004674459994,-2.067671300977548,1,1.0,0.6893975734710693,0.6893975734710693,1.4086060523986816
2015-08-28,45.220001220703125,66.20880174636841,63.91560173034668,60.67320156097412,20.224400520324707,22.494429822762807,1.3735643768571484,-1.6526559225656046,0,1.0,0.5012006759643555,0.5012006759643555,1.909806728363037
2015-08-31,49.20000076293945,70.29119825363159,68.89680218696594,61.87919640541077,20.62639880180359,22.477556467056274,1.3903689419239693,-1.3314147126237474,0,0.0,0.40199828147888184,0.0,1.909806728363037
2015-09-01,45.40999984741211,66.27180218696594,58.615198373794556,54.92880320549011,18.309601068496704,22.41772649685542,1.489381801213411,-2.758275564406516,1,0.0,-2.3167977333068848,-0.0,1.909806728363037
2015-09-02,46.25,67.58640003204346,59.858399391174316,56.28119945526123,18.76039981842041,22.353056490421295,1.5620101347176194,-2.300021358472406,1,1.0,0.45079874992370605,0.45079874992370605,2.360605478286743
2015-09-03,46.75,67.98960185050964,60.3582022190094,56.08740592002869,18.695801973342896,22.27957321802775,1.6283456892919361,-2.2008663567274884,1,1.0,-0.06459784507751465,-0.06459784507751465,2.2960076332092285
2015-09-04,46.04999923706055,67.03199815750122,59.5644006729126,55.4783992767334,18.492799758911133,22.2052632411321,1.6974360384775289,-2.187100661271906,1,1.0,-0.2030022144317627,-0.2030022144317627,2.093005418777466
2015-09-08,45.939998626708984,66.93959784507751,58.88819861412048,54.94739842414856,18.315799474716187,22.133309908707936,1.768990856666477,-2.158015921679519,1,1.0,-0.1770002841949463,-0.1770002841949463,1.9160051345825195
2015-09-09,44.150001525878906,64.6211986541748,57.10739850997925,53.89979124069214,17.966597080230713,22.06215648253759,1.8488549495164908,-2.215186974715317,1,1.0,-0.34920239448547363,-0.34920239448547363,1.566802740097046
2015-09-10,45.91999816894531,66.1373999118805,58.53119945526123,53.04600477218628,17.68200159072876,21.98101986646652,1.9320235971663504,-2.2251375614889084,1,1.0,-0.2845954895019531,-0.2845954895019531,1.2822072505950928
2015-09-11,44.630001068115234,65.09999799728394,57.535799503326416,53.845792293548584,17.94859743118286,21.89747307697932,1.9962280861168267,-1.9781685636324406,0,1.0,0.26659584045410156,0.26659584045410156,1.5488030910491943
2015-09-14,44.0,63.14699935913086,54.78059792518616,49.074596643447876,16.358198881149292,21.791493066151936,2.1171162709665534,-2.5663655130864,1,0.0,-1.5903985500335693,-0.0,1.5488030910491943
2015-09-15,44.59000015258789,63.0,55.981801986694336,48.211801528930664,16.070600509643555,21.701276445388793,2.242101642654788,-2.5113383927939,1,1.0,-0.2875983715057373,-0.2875983715057373,1.261204719543457
2015-09-16,47.150001525878906,64.73879814147949,58.04819941520691,46.075791120529175,15.358597040176392,21.60593638022741,2.3860155367218074,-2.6183146102369292,1,1.0,-0.7120034694671631,-0.7120034694671631,0.549201250076294
2015-09-17,46.900001525878906,64.24740171432495,57.79200196266174,45.58680081367493,15.195600271224976,21.49959631760915,2.525477497716341,-2.4961600537262965,1,1.0,-0.16299676895141602,-0.16299676895141602,0.38620448112487793
2015-09-18,44.68000030517578,62.609400272369385,56.96039915084839,48.139198780059814,16.04639959335327,21.416406337420145,2.6213369008886005,-2.0485755731155764,1,1.0,0.8507993221282959,0.8507993221282959,1.2370038032531738
2015-09-21,46.68000030517578,63.5880024433136,58.93020057678223,46.06620454788208,15.355401515960693,21.323003045717876,2.735258416677723,-2.181732260970611,1,1.0,-0.6909980773925781,-0.6909980773925781,0.5460057258605957
2015-09-22,45.83000183105469,64.34399771690369,59.48879814147949,50.6867880821228,16.895596027374268,21.25113964875539,2.7943507953808338,-1.5586960765917435,0,1.0,1.5401945114135742,1.5401945114135742,2.08620023727417
2015-09-23,44.47999954223633,63.235198974609375,58.02720093727112,51.057600259780884,17.019200086593628,21.176143062114715,2.8469296045618857,-1.4601495480815723,0,0.0,0.12360405921936035,0.0,2.08620023727417
2015-09-24,44.90999984741211,63.995399951934814,57.338401794433594,50.599202156066895,16.866400718688965,21.08042973279953,2.894079418787301,-1.4560861691474796,0,0.0,-0.15279936790466309,-0.0,2.08620023727417
2015-09-25,45.70000076293945,63.94500160217285,58.62780046463013,49.41780138015747,16.47260046005249,20.977713056405385,2.9468355193745803,-1.5287967607058823,0,0.0,-0.3938002586364746,-0.0,2.08620023727417
2015-09-28,44.43000030517578,62.04240131378174,56.64959764480591,47.44439935684204,15.814799785614014,20.8568363626798,3.0077829569233914,-1.6763299244913594,0,0.0,-0.6578006744384766,-0.0,2.08620023727417
2015-09-29,45.22999954223633,62.89919829368591,57.25439786911011,47.36279582977295,15.787598609924316,20.749113003412884,3.0720609766119824,-1.6150442426961087,0,0.0,-0.027201175689697266,-0.0,2.08620023727417
2015-09-30,45.09000015258789,63.529197692871094,58.3548002243042,50.143195152282715,16.71439838409424,20.646386345227558,3.1025674586177487,-1.2673335918004804,0,0.0,0.9267997741699219,0.0,2.08620023727417
2015-10-01,44.7400016784668,63.83159780502319,57.40559792518616,50.84878849983215,16.949596166610718,20.522853008906047,3.099692189326691,-1.1527779611792697,0,0.0,0.2351977825164795,0.0,2.08620023727417
2015-10-02,45.540000915527344,63.835798501968384,56.33880114555359,47.390395402908325,15.796798467636108,20.37847632964452,3.114933757066157,-1.4708748947276902,0,0.0,-1.1527976989746094,-0.0,2.08620023727417
2015-10-05,46.2599983215332,65.02860116958618,58.18260169029236,49.45980906486511,16.486603021621704,20.24978307882945,3.113535562963601,-1.208651701933921,0,0.0,0.6898045539855957,0.0,2.08620023727417
2015-10-06,48.529998779296875,67.68300104141235,60.32040095329285,50.09640669822693,16.69880223274231,20.143463106950126,3.124220670697957,-1.1025664436943476,0,0.0,0.21219921112060547,0.0,2.08620023727417
2015-10-07,47.810001373291016,66.3431990146637,58.37999939918518,47.636393308639526,15.878797769546509,20.03647311925888,3.1589051253379785,-1.316176075173366,0,0.0,-0.8200044631958008,-0.0,2.08620023727417
2015-10-08,49.43000030517578,67.27559852600098,59.12759828567505,45.38879442214966,15.129598140716553,19.932716449101765,3.2165757145979734,-1.4932396233009344,0,0.0,-0.749199628829956,-0.0,2.08620023727417
2015-10-09,49.630001068115234,66.81779766082764,59.50140023231506,44.246992349624634,14.748997449874878,19.80690971215566,3.2696984951914607,-1.5469047894535646,0,0.0,-0.3806006908416748,-0.0,2.08620023727417
2015-10-12,47.099998474121094,63.10080170631409,56.32619905471802,41.22780704498291,13.742602348327637,19.657533061504363,3.3390389687640023,-1.771447044646571,0,0.0,-1.0063951015472412,-0.0,2.08620023727417
2015-10-13,46.65999984741211,61.773601770401,55.188000440597534,38.75520443916321,12.91840147972107,19.48434975147247,3.415026384174844,-1.9226639952703908,0,0.0,-0.8242008686065674,-0.0,2.08620023727417
